,url,created_time,message,cleaned_message,emojis,mentions,names,message_tags,attachments,urls,original_date,total_engagement,engagement_rate,reactions,shares,comments,date,day_week,Mon,Tue,Wed,Thur,Fri,Sat,season,winter,spring,summer,hour,time_day,morning,afternoon,evening,emoji_num,mention_num,name_num,share,share_url,photo,photo_url,video,video_url,media_desc,thumbnail_url,link,face_present,key,engagement_rate_label,total_engagement_label,engagement_rate_label2,total_engagement_label2,engagement_rate_label3,total_engagement_label3,weighted_engagement,recovered,missing,asterisk,federal,special_day,face_vague,hashtag_num,weighted_engagement_label3,shares_label3
83,https://www.facebook.com/1003344626383879/posts/2510223159029344/,2019-07-23T14:04:02+0000,“She hadn’t slept. She was hungry. She hadn’t eaten.” Blume says those are just many of the signs in victims who come to the hospital for medical help.”,"['slept', 'hungri', 'eaten', 'blume', 'say', 'mani', 'sign', 'victim', 'come', 'hospit', 'medic', 'help']",,,['Blume'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2LALiQr&h=AT3hxhIwvmIE1a6Wt-2yThCtYeimzTvSSh1b7nFY6cg_V1gHshmtRPUJwqYyzeUWxoqBAR4_ACJgLXSijcfZUpET98C9rOtxvHwK4kyAf4j5pafLG0dquC0aE1iNaWyh&s=1', 'media_description': 'Nurse Says Human Trafficking Battle Begins In Emergency Room', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHUQFe_OFhuHKio&w=453&h=453&url=https%3A%2F%2Fdfw.cbslocal.com%2Fwp-content%2Fuploads%2Fsites%2F15909545%2F2017%2F08%2F92282424.jpg%3Fw%3D604&cfs=1&_nc_cb=1&_nc_hash=AQG0BkbbGNpCTAnC'}]",,"23 Jul, 2019 10:04",377,1044.900222,101,275,1,2019-07-23,1,0,1,0,0,0,0,2,0,0,1,10,1,1,0,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2LALiQr&h=AT3hxhIwvmIE1a6Wt-2yThCtYeimzTvSSh1b7nFY6cg_V1gHshmtRPUJwqYyzeUWxoqBAR4_ACJgLXSijcfZUpET98C9rOtxvHwK4kyAf4j5pafLG0dquC0aE1iNaWyh&s=1,0,,0,,Nurse Says Human Trafficking Battle Begins In Emergency Room,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHUQFe_OFhuHKio&w=453&h=453&url=https%3A%2F%2Fdfw.cbslocal.com%2Fwp-content%2Fuploads%2Fsites%2F15909545%2F2017%2F08%2F92282424.jpg%3Fw%3D604&cfs=1&_nc_cb=1&_nc_hash=AQG0BkbbGNpCTAnC,0,0,11,2,2,2,2,1,1,326.25,0,0,0,0,0,0,0,1,1
93,https://www.facebook.com/1003344626383879/posts/2892157474169242/,2020-01-26T14:32:32+0000,"Speechless...
This is incredibly sad on so many levels, including the bail. This is unacceptable. Who is protecting our vulnerable citizens?
""Investigators say Talley, a Children and Youth Services employee, forced another woman into prostitution, promising a favorable custody recommendation for the victim's children.""","['speechless', 'incred', 'sad', 'mani', 'level', 'includ', 'bail', 'unaccept', 'protect', 'vulner', 'citizen', 'investig', 'say', 'talley', 'children', 'youth', 'servic', 'employe', 'forc', 'anoth', 'woman', 'prostitut', 'promis', 'favor', 'custodi', 'recommend', 'victim', 'children']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F30SQLGS&h=AT3gvteMHZ72g1HpFoJxAZA3H_VAs9yGbCIKZGo7CuaWKDDFr6f8t57wrUtm3BfJNL1Fl2QS9sKwjYYkSGmdnGgr0q8hfOaLc4o6yHdiSRjZ_M8GpzFyXcEQY58tPsre&s=1', 'media_description': 'Children and Youth Services employee faces human trafficking charges in Delaware County', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQG1i-tz4DqD0F1T&w=720&h=720&url=https%3A%2F%2Fcdn.abcotvs.com%2Fdip%2Fimages%2F5875418_012420-wpvi-human-trafficking-630am-vid.jpg%3Fw%3D1600&cfs=1&sx=430&sy=0&sw=900&sh=900&_nc_cb=1&_nc_hash=AQGyKg2QUXq0Osq7'}]",,"26 Jan, 2020 9:32",376,798.6406117,106,262,8,2020-01-26,6,0,0,0,0,0,0,0,1,0,0,9,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F30SQLGS&h=AT3gvteMHZ72g1HpFoJxAZA3H_VAs9yGbCIKZGo7CuaWKDDFr6f8t57wrUtm3BfJNL1Fl2QS9sKwjYYkSGmdnGgr0q8hfOaLc4o6yHdiSRjZ_M8GpzFyXcEQY58tPsre&s=1,0,,0,,Children and Youth Services employee faces human trafficking charges in Delaware County,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQG1i-tz4DqD0F1T&w=720&h=720&url=https%3A%2F%2Fcdn.abcotvs.com%2Fdip%2Fimages%2F5875418_012420-wpvi-human-trafficking-630am-vid.jpg%3Fw%3D1600&cfs=1&sx=430&sy=0&sw=900&sh=900&_nc_cb=1&_nc_hash=AQGyKg2QUXq0Osq7,0,1,12,2,2,2,2,1,1,321.0,0,0,0,0,1,0,0,1,1
115,https://www.facebook.com/1003344626383879/posts/2487247887993538/,2019-07-11T01:12:00+0000,"Federal Sex Trafficking Law - Under 18 = Child

Media needs to step up and use the correct language to help create a mindset change about sex trafficking so we can better protect our children.","['feder', 'sex', 'traffick', 'law', '-', 'child', 'media', 'need', 'step', 'use', 'correct', 'languag', 'help', 'creat', 'mindset', 'chang', 'sex', 'traffick', 'better', 'protect', 'children']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.fatherly.com%2Flove-money%2Fjeffrey-epstein-child-sex-trafficking%2F%3Futm_source%3Dfacebook%26utm_medium%3Dsocial%26utm_campaign%3Dfbowned%26utm_content%3Dfatherly&h=AT3tV5_Y9m-jBqfNH1BQqxqVegpE6ejyueg_Mf6lA7_sL9A1Kj-1vG5kr6CXajPfgv3TqISpTuDrxg2JczoVeKkv8pXlFnGjq1YBEloocbeqLBDpEnz2nu5fJxQBWOnN&s=1', 'media_description': ""Stop Calling Epstein's Victim's 'Underage Women.' They're Children."", 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHLAYUxwgYx4JkA&w=485&h=485&url=https%3A%2F%2Fimages.fatherly.com%2Fwp-content%2Fuploads%2F2019%2F07%2Funderagewomen-header3.jpg%3Fq%3D65%26enable%3Dupscale%26w%3D1200&cfs=1&_nc_cb=1&_nc_hash=AQGOb25txZNvKYcZ'}]",,"10 Jul, 2019 21:12",367,1023.424428,140,217,10,2019-07-11,3,0,0,0,1,0,0,2,0,0,1,21,3,0,0,1,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.fatherly.com%2Flove-money%2Fjeffrey-epstein-child-sex-trafficking%2F%3Futm_source%3Dfacebook%26utm_medium%3Dsocial%26utm_campaign%3Dfbowned%26utm_content%3Dfatherly&h=AT3tV5_Y9m-jBqfNH1BQqxqVegpE6ejyueg_Mf6lA7_sL9A1Kj-1vG5kr6CXajPfgv3TqISpTuDrxg2JczoVeKkv8pXlFnGjq1YBEloocbeqLBDpEnz2nu5fJxQBWOnN&s=1,0,,0,,Stop Calling Epstein's Victim's 'Underage Women.' They're Children.,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHLAYUxwgYx4JkA&w=485&h=485&url=https%3A%2F%2Fimages.fatherly.com%2Fwp-content%2Fuploads%2F2019%2F07%2Funderagewomen-header3.jpg%3Fq%3D65%26enable%3Dupscale%26w%3D1200&cfs=1&_nc_cb=1&_nc_hash=AQGOb25txZNvKYcZ,0,0,13,2,2,2,2,1,1,294.5,0,0,0,1,0,0,0,1,1
148,https://www.facebook.com/1003344626383879/posts/1998732700178395/,2018-08-24T17:41:56+0000,,,,,,,"[{'media_type': 'share', 'media_url': 'http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.wnem.com%2Fstory%2F38948129%2Fpolice-arrest-35-men-in-massive-michigan-human-trafficking-sting&h=AT06CVOnXAE-JluT0zp0Hv5KQiXo0C5XZCKOZvrVc7f-sGXWxWHxRxpMvVC-Q84u7ZM6ExlCbOchPhg4c14xmPsLO26Z7Y8fHbE1gLuTXhU9BmDuXLxvhR4b26FiJssG&s=1', 'media_description': 'Police arrest 34 men in massive Michigan human trafficking sting', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFBCYWoV7VTxR-O&w=360&h=360&url=https%3A%2F%2FWNEM.images.worldnow.com%2Fimages%2F17476852_G.jpg%3FlastEditedDate%3D20180823122247&cfs=1&sx=39&sy=0&sw=360&sh=360&_nc_cb=1&_nc_hash=AQGtzVUwn7leySKR'}]",,"24 Aug, 2018 13:41",341,1267.657993,63,273,5,2018-08-24,4,0,0,0,0,1,0,2,0,0,1,13,2,0,1,0,0,0,0,1,http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.wnem.com%2Fstory%2F38948129%2Fpolice-arrest-35-men-in-massive-michigan-human-trafficking-sting&h=AT06CVOnXAE-JluT0zp0Hv5KQiXo0C5XZCKOZvrVc7f-sGXWxWHxRxpMvVC-Q84u7ZM6ExlCbOchPhg4c14xmPsLO26Z7Y8fHbE1gLuTXhU9BmDuXLxvhR4b26FiJssG&s=1,0,,0,,Police arrest 34 men in massive Michigan human trafficking sting,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQFBCYWoV7VTxR-O&w=360&h=360&url=https%3A%2F%2FWNEM.images.worldnow.com%2Fimages%2F17476852_G.jpg%3FlastEditedDate%3D20180823122247&cfs=1&sx=39&sy=0&sw=360&sh=360&_nc_cb=1&_nc_hash=AQGtzVUwn7leySKR,0,1,14,2,2,2,2,1,1,308.25,0,0,0,0,0,0,0,1,1
151,https://www.facebook.com/1003344626383879/posts/2276506075734388/,2019-03-10T14:04:00+0000,"“More than 900 individuals are ‘sold’ in Nebraska every month. These are people of every gender, every race and every age. The younger the person, the higher the price.”","['individu', 'sold', 'nebraska', 'everi', 'month', 'peopl', 'everi', 'gender', 'everi', 'race', 'everi', 'age', 'younger', 'person', 'higher', 'price']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2SR8FEh&h=AT2gQT-2RYqnBgxQe0l90TtUEbnQUhEiq6nFA5bdZH7628jClAGAd7NPBVzikQ8OECsHF7C-MMCxmAuC4nBuI2ps4FFWXze9Ac3Y8Yl1szg1xoYcRrPrgVRgS7Kts3xY&s=1', 'media_description': 'Sex trafficking: Kearney along I-80 route where more than 900 people are sold every month', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE0aEfk6U_2mpON&w=630&h=630&url=https%3A%2F%2Fbloximages.chicago2.vip.townnews.com%2Fkearneyhub.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2Fa%2F08%2Fa086ab6a-420e-11e9-b0a3-cb9e94a59cd7%2F5c831ec4eab5e.preview.jpg%3Fresize%3D954%252C630&cfs=1&_nc_cb=1&_nc_hash=AQEu33s7j1e36zil'}]",,"10 Mar, 2019 10:04",327,1023.794615,90,233,4,2019-03-10,6,0,0,0,0,0,0,1,0,1,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2SR8FEh&h=AT2gQT-2RYqnBgxQe0l90TtUEbnQUhEiq6nFA5bdZH7628jClAGAd7NPBVzikQ8OECsHF7C-MMCxmAuC4nBuI2ps4FFWXze9Ac3Y8Yl1szg1xoYcRrPrgVRgS7Kts3xY&s=1,0,,0,,Sex trafficking: Kearney along I-80 route where more than 900 people are sold every month,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQE0aEfk6U_2mpON&w=630&h=630&url=https%3A%2F%2Fbloximages.chicago2.vip.townnews.com%2Fkearneyhub.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2Fa%2F08%2Fa086ab6a-420e-11e9-b0a3-cb9e94a59cd7%2F5c831ec4eab5e.preview.jpg%3Fresize%3D954%252C630&cfs=1&_nc_cb=1&_nc_hash=AQEu33s7j1e36zil,0,0,15,2,2,2,2,1,1,281.0,0,0,0,0,0,0,0,1,1
12,https://www.facebook.com/1003344626383879/posts/2490020854382908/?substory_index=0,2019-07-12T14:20:25+0000,"R. Kelly Arrested on ‬Federal Sex Trafficking Charges. -13 counts including sex crimes, child pornography and obstruction of justice. ‬
‭-Federal Prosecutors have a conviction rate above 95%. ‬
‭#HelpERASE #ChildTrafficking‬
#rkelly #chicago #crime 🚫#abovethelaw #timesup","['r', 'kelli', 'arrest', 'feder', 'sex', 'traffick', 'charg', '-', 'count', 'includ', 'sex', 'crime', 'child', 'pornographi', 'obstruct', 'justic', '-feder', 'prosecutor', 'convict', 'rate']",['🚫'],,,"['helpERASE', 'childtrafficking', 'rkelly', 'Chicago', 'Crime', 'abovethelaw', 'TimesUp']","[{'media_type': 'photo', 'media_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/66687166_2490020861049574_534850645283307520_o.jpg?_nc_cat=102&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=qi0GaEt3fcAAX_LxQac&_nc_ht=scontent-lax3-1.xx&tp=6&oh=aade85f511c2a9e067a2078e10d169a4&oe=6070785C', 'media_description': None, 'thumbnail_url': None}]",,"12 Jul, 2019 10:20",326,907.5723831,163,148,15,2019-07-12,4,0,0,0,0,1,0,2,0,0,1,10,1,1,0,0,1,0,0,0,,1,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/p720x720/66687166_2490020861049574_534850645283307520_o.jpg?_nc_cat=102&ccb=1-3&_nc_sid=2d5d41&_nc_ohc=qi0GaEt3fcAAX_LxQac&_nc_ht=scontent-lax3-1.xx&tp=6&oh=aade85f511c2a9e067a2078e10d169a4&oe=6070785C,0,,,,0,1,16,2,2,2,2,1,1,240.75,0,0,0,1,0,0,7,1,1
29,https://www.facebook.com/1003344626383879/posts/2501487029902957/,2019-07-18T18:03:19+0000,"Jeffrey Epstein denied bail, judge says no amount 'can overcome danger to the community.","['jeffrey', 'epstein', 'deni', 'bail', 'judg', 'say', 'amount', 'overcom', 'danger', 'commun']",,,['Jeffrey Epstein'],,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YUGVCC&h=AT0DzsP7CaIe-Hzi0vv5WjF_ef-5S2h95GelK8b6FDiQs1DSfRkh9hvp5OWO61MAHHN6ws1Vp0vaCsjw_m0fYdM5tFqmhmUPJMWPwbnTO7VRGCU-XsBTVi911nY_YJaN&s=1', 'media_description': ""Jeffrey Epstein denied bail, judge says no amount 'can overcome danger to the community'"", 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGSslU0A6gBTZN7&w=576&h=576&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F07%2FJeffrey-Epstein-2017.jpg&cfs=1&sx=390&sy=0&sw=576&sh=576&_nc_cb=1&_nc_hash=AQEfOrSSwF15aUQn'}]",,"18 Jul, 2019 14:03",322,893.6996947,185,123,14,2019-07-18,3,0,0,0,1,0,0,2,0,0,1,14,2,0,1,0,0,0,1,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2YUGVCC&h=AT0DzsP7CaIe-Hzi0vv5WjF_ef-5S2h95GelK8b6FDiQs1DSfRkh9hvp5OWO61MAHHN6ws1Vp0vaCsjw_m0fYdM5tFqmhmUPJMWPwbnTO7VRGCU-XsBTVi911nY_YJaN&s=1,0,,0,,"Jeffrey Epstein denied bail, judge says no amount 'can overcome danger to the community'",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGSslU0A6gBTZN7&w=576&h=576&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F07%2FJeffrey-Epstein-2017.jpg&cfs=1&sx=390&sy=0&sw=576&sh=576&_nc_cb=1&_nc_hash=AQEfOrSSwF15aUQn,0,1,17,2,2,2,2,1,1,226.0,0,0,0,0,0,0,0,1,1
135,https://www.facebook.com/helperase/posts/1570538266331176,2017-08-07T22:16:48+0000,"Found Safe. Thank you for sharing. 
#newjersey","['found', 'safe', 'thank', 'share']",,,,['newjersey'],"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fpl8pic.com%2FPayton_Tomasello&h=AT2_rYL_QCt91V9XF9Q2DOiVEwl1OEYsX8aJ6k5vxSwd9uHdmJcNqYqWbEiFJtKBxa0fhTqZf0DGZeQJBg1bgDvCFoPTewYq189auAfnVIgY8ot7FxHT6Saix4LxpBMH&s=1', 'media_description': 'Missing from Glassboro, New Jersey, 13 year old Payton Tomasello', 'thumbnail_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t45.1600-4/c162.0.445.445a/p450x450/20503478_6074769393084_3734838311458439168_n.png?_nc_cat=108&ccb=1-3&_nc_sid=eaa83b&_nc_ohc=_YCMMbnpVgkAX_Zv7q-&_nc_ht=scontent-lax3-1.xx&_nc_tp=30&oh=45f70a0b77afa0550ad9cbcbff88386c&oe=607095E1'}]",,"07 Aug, 2017 18:16",301,1601.915913,7,294,0,2017-08-07,0,1,0,0,0,0,0,2,0,0,1,18,3,0,0,1,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fpl8pic.com%2FPayton_Tomasello&h=AT2_rYL_QCt91V9XF9Q2DOiVEwl1OEYsX8aJ6k5vxSwd9uHdmJcNqYqWbEiFJtKBxa0fhTqZf0DGZeQJBg1bgDvCFoPTewYq189auAfnVIgY8ot7FxHT6Saix4LxpBMH&s=1,0,,0,,"Missing from Glassboro, New Jersey, 13 year old Payton Tomasello",https://scontent-lax3-1.xx.fbcdn.net/v/t45.1600-4/c162.0.445.445a/p450x450/20503478_6074769393084_3734838311458439168_n.png?_nc_cat=108&ccb=1-3&_nc_sid=eaa83b&_nc_ohc=_YCMMbnpVgkAX_Zv7q-&_nc_ht=scontent-lax3-1.xx&_nc_tp=30&oh=45f70a0b77afa0550ad9cbcbff88386c&oe=607095E1,0,1,18,2,2,2,2,1,1,297.5,0,0,0,0,0,0,1,1,1
163,https://www.facebook.com/1003344626383879/posts/2890140571037599/,2020-01-25T15:04:02+0000,Human Trafficking “This issue impacts everyone.”,"['human', 'traffick', 'issu', 'impact', 'everyon']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2sXL6TC&h=AT196no0zL9qdACKVL8FmSDyjQHGHke5zcacgwlTxzgH3-jaWi30YayJCTaFF-onwDO-Hq_ToReM89Q-LKeZ9pu86BSODdIrAdL0p5zqN1-FGAy2MkH0svaAW6IZvfhN&s=1', 'media_description': 'UPS to train delivery drivers how to spot signs of sex slavery', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHiZlxmG8zEZkKe&w=630&h=630&url=https%3A%2F%2Fbloximages.newyork1.vip.townnews.com%2Fcbs46.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2F0%2Ff6%2F0f663d28-3e00-11ea-8e70-9b5af79f1421%2F5e29ce7b592ef.image.jpg%3Fresize%3D1120%252C630&cfs=1&sx=253&sy=0&sw=630&sh=630&_nc_cb=1&_nc_hash=AQE5DmlUpRjs1UlF'}]",,"25 Jan, 2020 10:04",292,621.1444374,148,138,6,2020-01-25,5,0,0,0,0,0,1,0,1,0,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2sXL6TC&h=AT196no0zL9qdACKVL8FmSDyjQHGHke5zcacgwlTxzgH3-jaWi30YayJCTaFF-onwDO-Hq_ToReM89Q-LKeZ9pu86BSODdIrAdL0p5zqN1-FGAy2MkH0svaAW6IZvfhN&s=1,0,,0,,UPS to train delivery drivers how to spot signs of sex slavery,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHiZlxmG8zEZkKe&w=630&h=630&url=https%3A%2F%2Fbloximages.newyork1.vip.townnews.com%2Fcbs46.com%2Fcontent%2Ftncms%2Fassets%2Fv3%2Feditorial%2F0%2Ff6%2F0f663d28-3e00-11ea-8e70-9b5af79f1421%2F5e29ce7b592ef.image.jpg%3Fresize%3D1120%252C630&cfs=1&sx=253&sy=0&sw=630&sh=630&_nc_cb=1&_nc_hash=AQE5DmlUpRjs1UlF,0,1,19,2,2,2,2,1,1,216.5,0,0,0,0,1,1,0,1,1
4,https://www.facebook.com/helperase/videos/329310031351449/,2019-07-12T01:01:12+0000,"***Update*** FoundSafe!
URGENT!!!  We need your help!
#missingchildren #prayforemma #prayforanna","['updat', 'foundsaf', 'urgent', 'need', 'help']",,,,"['missingchildren', 'prayforemma', 'prayforanna']","[{'media_type': 'video_direct_response', 'media_url': 'https://www.facebook.com/helperase/videos/329310031351449/', 'media_description': None, 'thumbnail_url': 'https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/65805727_329334904682295_2788340343915937792_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=AyqqvT5YrGEAX-Fjl2h&_nc_ht=scontent-lax3-1.xx&oh=4cc6f815d2b700c4f0a417ad4dd1f6c3&oe=60711590'}]",,"11 Jul, 2019 21:02",288,801.7817372000002,115,140,33,2019-07-12,4,0,0,0,0,1,0,2,0,0,1,21,3,0,0,1,0,0,0,0,,0,,1,https://www.facebook.com/helperase/videos/329310031351449/,,https://scontent-lax3-1.xx.fbcdn.net/v/t15.5256-10/65805727_329334904682295_2788340343915937792_n.jpg?_nc_cat=102&ccb=1-3&_nc_sid=ad6a45&_nc_ohc=AyqqvT5YrGEAX-Fjl2h&_nc_ht=scontent-lax3-1.xx&oh=4cc6f815d2b700c4f0a417ad4dd1f6c3&oe=60711590,0,1,20,2,2,2,2,1,1,222.25,0,1,1,0,0,0,3,1,1
39,https://www.facebook.com/1003344626383879/posts/2561915097193483/,2019-08-21T14:04:05+0000,"Exploiting vulnerable children that were under their care is unacceptable! 
Owners of Joshua Home arrested, charged with trafficking boys in Burnet Co. TX.","['exploit', 'vulner', 'children', 'care', 'unaccept', 'owner', 'joshua', 'home', 'arrest', 'charg', 'traffick', 'boy', 'burnet', 'co', 'tx']",,,"['Joshua Home', 'Burnet']",,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2P5pWwQ&h=AT0CUwvDrCFhfL9fdnpjMCxkapQTK1gLX1laNKKYD-4wY73nsG9svAGSP8serUD8L_mGe37zhvA5hkSueS1fpgaUh3cZWYnDvjG3Aka4eMWqxyO_jXQfS3K5vNIstpFp&s=1', 'media_description': 'Owners of Joshua Home arrested, charged with trafficking boys in Burnet Co.', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGQnFzLo9YJPrhV&w=720&h=720&url=https%3A%2F%2Fwww.kxan.com%2Fwp-content%2Fuploads%2Fsites%2F40%2F2019%2F08%2Fgary-wiggins-meaghann-wiggins.jpg%3Fw%3D1280%26h%3D720%26crop%3D1&cfs=1&sx=0&sy=0&sw=720&sh=720&_nc_cb=1&_nc_hash=AQF7SNOEvr5LbvP1'}]",,"21 Aug, 2019 10:04",284,771.9488992,127,144,13,2019-08-21,2,0,0,1,0,0,0,2,0,0,1,10,1,1,0,0,0,0,2,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2P5pWwQ&h=AT0CUwvDrCFhfL9fdnpjMCxkapQTK1gLX1laNKKYD-4wY73nsG9svAGSP8serUD8L_mGe37zhvA5hkSueS1fpgaUh3cZWYnDvjG3Aka4eMWqxyO_jXQfS3K5vNIstpFp&s=1,0,,0,,"Owners of Joshua Home arrested, charged with trafficking boys in Burnet Co.",https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQGQnFzLo9YJPrhV&w=720&h=720&url=https%3A%2F%2Fwww.kxan.com%2Fwp-content%2Fuploads%2Fsites%2F40%2F2019%2F08%2Fgary-wiggins-meaghann-wiggins.jpg%3Fw%3D1280%26h%3D720%26crop%3D1&cfs=1&sx=0&sy=0&sw=720&sh=720&_nc_cb=1&_nc_hash=AQF7SNOEvr5LbvP1,0,1,21,2,2,2,2,1,1,217.25,0,0,0,0,0,0,0,1,1
132,https://www.facebook.com/1003344626383879/posts/2190215194363477/,2019-01-12T15:04:01+0000,Six dozen bright yellow school buses wound their way through the streets of Atlanta Wednesday to raise awareness of the problem of child sex trafficking in Georgia.,"['six', 'dozen', 'bright', 'yellow', 'school', 'buse', 'wound', 'way', 'street', 'atlanta', 'wednesday', 'rais', 'awar', 'problem', 'child', 'sex', 'traffick', 'georgia']",,,,,"[{'media_type': 'share', 'media_url': 'https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2M7Vqxc&h=AT3TXeGLjPRx8AP9kULqwX4IvfQ3hBBrO47xGuCXN-QKp2AqcAHyLILmF4NfaNUrGte6e4-Z87GNi4c2-Lxfi2UbsuEI5JsB-dguicO6hfi0LRBX0XJPwkPRS4_9RQN4&s=1', 'media_description': 'School bus caravan raises awareness of child sex trafficking', 'thumbnail_url': 'https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHhBk41uyfkFDpL&w=360&h=360&url=https%3A%2F%2Fmedia.fox5atlanta.com%2Fmedia.fox5atlanta.com%2Fphoto%2F2019%2F01%2F02%2FP%2520STOP%2520SEX%2520TRAFFICKING%2520EVENT%25206P_WAGAfd71_146.mxf_00.00.25.13_1546469834539.png_6581844_ver1.0_640_360.jpg&cfs=1&_nc_cb=1&_nc_hash=AQFOjswe-9wxRJ6c'}]",,"12 Jan, 2019 10:04",280,933.3333332999997,129,146,5,2019-01-12,5,0,0,0,0,0,1,0,1,0,0,10,1,1,0,0,0,0,0,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2M7Vqxc&h=AT3TXeGLjPRx8AP9kULqwX4IvfQ3hBBrO47xGuCXN-QKp2AqcAHyLILmF4NfaNUrGte6e4-Z87GNi4c2-Lxfi2UbsuEI5JsB-dguicO6hfi0LRBX0XJPwkPRS4_9RQN4&s=1,0,,0,,School bus caravan raises awareness of child sex trafficking,https://external-lax3-1.xx.fbcdn.net/safe_image.php?d=AQHhBk41uyfkFDpL&w=360&h=360&url=https%3A%2F%2Fmedia.fox5atlanta.com%2Fmedia.fox5atlanta.com%2Fphoto%2F2019%2F01%2F02%2FP%2520STOP%2520SEX%2520TRAFFICKING%2520EVENT%25206P_WAGAfd71_146.mxf_00.00.25.13_1546469834539.png_6581844_ver1.0_640_360.jpg&cfs=1&_nc_cb=1&_nc_hash=AQFOjswe-9wxRJ6c,0,0,22,2,2,2,2,1,1,214.25,0,0,0,0,1,0,0,1,1
